Dragen Version           Size (MB)  Install Date         Path
4.4.4                    846.30     2025-07-22 00:16:45  /opt/dragen/4.4.4

Bitstream Version        Size (MB)  Install Date         Path
07.031.779 (0x18101306)  601.18     2025-07-22 00:16:36  /opt/bitstream/07.031.779

To remove a dragen version, call `yum remove` on its Path.
=== GENOME FILE STATS ===
666436 ConvSK_mind20_ibd.genome
=== HIGH_PIHAT_PAIRS ===
FID1 IID1 FID2 IID2 Z0 Z1 Z2 PI_HAT
52 01-29 862 08-495 0.4758 0.5242 0.0000 0.2621
52 01-29 1094 08-86 0.4553 0.5447 0.0000 0.2723
53 01-35 274 07-04d 0.3557 0.6443 0.0000 0.3222
53 01-35 453 08-123 0.3180 0.6820 0.0000 0.3410
53 01-35 499 08-701 0.5841 0.4159 0.0000 0.2080
53 01-35 550 20-05 0.3091 0.6909 0.0000 0.3454
53 01-35 840 08-25 0.3427 0.6573 0.0000 0.3286
53 01-35 862 08-495 0.4762 0.5238 0.0000 0.2619
53 01-35 1094 08-86 0.4357 0.5643 0.0000 0.2822
54 01-37 274 07-04d 0.3435 0.6565 0.0000 0.3282
54 01-37 453 08-123 0.3151 0.6849 0.0000 0.3424
54 01-37 499 08-701 0.5710 0.4290 0.0000 0.2145
54 01-37 550 20-05 0.3113 0.6887 0.0000 0.3444
54 01-37 840 08-25 0.3481 0.6519 0.0000 0.3260
54 01-37 862 08-495 0.4666 0.5334 0.0000 0.2667
54 01-37 1094 08-86 0.4550 0.5450 0.0000 0.2725
55 01-39 274 07-04d 0.3511 0.6489 0.0000 0.3244
55 01-39 453 08-123 0.3260 0.6740 0.0000 0.3370
55 01-39 499 08-701 0.5682 0.4318 0.0000 0.2159
55 01-39 550 20-05 0.3060 0.6940 0.0000 0.3470
55 01-39 840 08-25 0.3430 0.6570 0.0000 0.3285
55 01-39 862 08-495 0.4834 0.5166 0.0000 0.2583
55 01-39 1094 08-86 0.4479 0.5521 0.0000 0.2760
56 01-40 274 07-04d 0.3494 0.6506 0.0000 0.3253
56 01-40 453 08-123 0.3191 0.6809 0.0000 0.3405
56 01-40 499 08-701 0.6063 0.3937 0.0000 0.1969
56 01-40 550 20-05 0.3116 0.6884 0.0000 0.3442
56 01-40 840 08-25 0.3379 0.6621 0.0000 0.3310
56 01-40 862 08-495 0.4808 0.5192 0.0000 0.2596
56 01-40 1094 08-86 0.4885 0.5115 0.0000 0.2557
57 01-41 271 08-128 0.6972 0.3028 0.0000 0.1514
57 01-41 274 07-04d 0.3542 0.6458 0.0000 0.3229
57 01-41 453 08-123 0.3259 0.6741 0.0000 0.3370
57 01-41 499 08-701 0.5947 0.4053 0.0000 0.2027
57 01-41 550 20-05 0.3098 0.6902 0.0000 0.3451
57 01-41 840 08-25 0.3514 0.6486 0.0000 0.3243
57 01-41 862 08-495 0.4591 0.5409 0.0000 0.2704
57 01-41 1094 08-86 0.4717 0.5283 0.0000 0.2642
58 01-42 274 07-04d 0.3580 0.6420 0.0000 0.3210
58 01-42 453 08-123 0.3231 0.6769 0.0000 0.3384
58 01-42 499 08-701 0.5872 0.4128 0.0000 0.2064
58 01-42 550 20-05 0.3024 0.6976 0.0000 0.3488
58 01-42 840 08-25 0.3453 0.6547 0.0000 0.3274
58 01-42 862 08-495 0.4677 0.5323 0.0000 0.2662
58 01-42 1094 08-86 0.4629 0.5371 0.0000 0.2686
59 01-43 274 07-04d 0.3486 0.6514 0.0000 0.3257
59 01-43 453 08-123 0.3263 0.6737 0.0000 0.3369
59 01-43 499 08-701 0.6082 0.3918 0.0000 0.1959
59 01-43 550 20-05 0.2996 0.7004 0.0000 0.3502
59 01-43 840 08-25 0.3463 0.6537 0.0000 0.3269
59 01-43 862 08-495 0.4775 0.5225 0.0000 0.2613
59 01-43 1094 08-86 0.4656 0.5344 0.0000 0.2672
60 01-44 274 07-04d 0.3406 0.6594 0.0000 0.3297
60 01-44 453 08-123 0.3172 0.6828 0.0000 0.3414
60 01-44 499 08-701 0.6295 0.3705 0.0000 0.1852
60 01-44 550 20-05 0.3092 0.6908 0.0000 0.3454
60 01-44 840 08-25 0.3478 0.6522 0.0000 0.3261
60 01-44 862 08-495 0.4812 0.5188 0.0000 0.2594
60 01-44 1094 08-86 0.4655 0.5345 0.0000 0.2672
61 01-45 274 07-04d 0.3544 0.6456 0.0000 0.3228
61 01-45 453 08-123 0.3225 0.6775 0.0000 0.3387
61 01-45 499 08-701 0.5770 0.4230 0.0000 0.2115
61 01-45 550 20-05 0.3163 0.6837 0.0000 0.3419
61 01-45 840 08-25 0.3344 0.6656 0.0000 0.3328
61 01-45 862 08-495 0.4790 0.5210 0.0000 0.2605
61 01-45 1094 08-86 0.4625 0.5375 0.0000 0.2687
62 01-46 274 07-04d 0.3532 0.6468 0.0000 0.3234
62 01-46 453 08-123 0.3066 0.6934 0.0000 0.3467
62 01-46 499 08-701 0.5838 0.4162 0.0000 0.2081
62 01-46 550 20-05 0.2970 0.7030 0.0000 0.3515
62 01-46 840 08-25 0.3324 0.6676 0.0000 0.3338
62 01-46 862 08-495 0.4835 0.5165 0.0000 0.2583
62 01-46 1094 08-86 0.4449 0.5551 0.0000 0.2775
63 01-48 274 07-04d 0.3515 0.6485 0.0000 0.3242
63 01-48 453 08-123 0.3162 0.6838 0.0000 0.3419
63 01-48 499 08-701 0.5849 0.4151 0.0000 0.2075
63 01-48 550 20-05 0.3032 0.6968 0.0000 0.3484
63 01-48 840 08-25 0.3359 0.6641 0.0000 0.3321
63 01-48 862 08-495 0.4729 0.5271 0.0000 0.2636
63 01-48 1094 08-86 0.4585 0.5415 0.0000 0.2707
64 01-49 274 07-04d 0.3465 0.6535 0.0000 0.3267
64 01-49 453 08-123 0.3269 0.6731 0.0000 0.3366
64 01-49 499 08-701 0.6034 0.3966 0.0000 0.1983
64 01-49 550 20-05 0.3124 0.6876 0.0000 0.3438
64 01-49 840 08-25 0.3533 0.6467 0.0000 0.3234
64 01-49 862 08-495 0.4883 0.5117 0.0000 0.2559
64 01-49 1094 08-86 0.4476 0.5524 0.0000 0.2762
65 01-57 274 07-04d 0.3757 0.6243 0.0000 0.3122
65 01-57 453 08-123 0.3431 0.6569 0.0000 0.3284
65 01-57 499 08-701 0.6099 0.3901 0.0000 0.1950
65 01-57 550 20-05 0.3151 0.6849 0.0000 0.3424
65 01-57 840 08-25 0.3554 0.6446 0.0000 0.3223
65 01-57 862 08-495 0.4961 0.5039 0.0000 0.2520
65 01-57 1094 08-86 0.4960 0.5040 0.0000 0.2520
66 02-27 274 07-04d 0.3527 0.6473 0.0000 0.3237
66 02-27 453 08-123 0.3249 0.6751 0.0000 0.3375
66 02-27 499 08-701 0.5825 0.4175 0.0000 0.2088
66 02-27 550 20-05 0.2944 0.7056 0.0000 0.3528
66 02-27 840 08-25 0.3522 0.6478 0.0000 0.3239
66 02-27 862 08-495 0.4974 0.5026 0.0000 0.2513
66 02-27 1094 08-86 0.4663 0.5337 0.0000 0.2669
67 02-30 271 08-128 0.6554 0.3446 0.0000 0.1723
67 02-30 274 07-04d 0.3582 0.6418 0.0000 0.3209
67 02-30 453 08-123 0.3414 0.6586 0.0000 0.3293
67 02-30 499 08-701 0.5895 0.4105 0.0000 0.2053
67 02-30 550 20-05 0.3238 0.6762 0.0000 0.3381
67 02-30 840 08-25 0.3680 0.6320 0.0000 0.3160
67 02-30 862 08-495 0.4768 0.5232 0.0000 0.2616
67 02-30 1094 08-86 0.4274 0.5726 0.0000 0.2863
68 02-32 274 07-04d 0.3469 0.6531 0.0000 0.3266
68 02-32 453 08-123 0.3339 0.6661 0.0000 0.3331
68 02-32 499 08-701 0.5736 0.4264 0.0000 0.2132
68 02-32 550 20-05 0.3109 0.6891 0.0000 0.3445
68 02-32 840 08-25 0.3365 0.6635 0.0000 0.3317
68 02-32 862 08-495 0.4602 0.5398 0.0000 0.2699
68 02-32 1094 08-86 0.4719 0.5281 0.0000 0.2640
69 02-34 274 07-04d 0.3556 0.6444 0.0000 0.3222
69 02-34 453 08-123 0.3045 0.6955 0.0000 0.3477
69 02-34 499 08-701 0.5898 0.4102 0.0000 0.2051
69 02-34 550 20-05 0.3225 0.6775 0.0000 0.3388
69 02-34 840 08-25 0.3465 0.6535 0.0000 0.3268
69 02-34 862 08-495 0.4902 0.5098 0.0000 0.2549
69 02-34 1094 08-86 0.4598 0.5402 0.0000 0.2701
70 02-35 274 07-04d 0.4212 0.5788 0.0000 0.2894
70 02-35 453 08-123 0.3903 0.6097 0.0000 0.3048
70 02-35 499 08-701 0.6711 0.3289 0.0000 0.1644
70 02-35 550 20-05 0.3664 0.6336 0.0000 0.3168
70 02-35 840 08-25 0.3670 0.6330 0.0000 0.3165
70 02-35 862 08-495 0.5422 0.4578 0.0000 0.2289
70 02-35 1094 08-86 0.5580 0.4420 0.0000 0.2210
71 02-39 206 06-30 0.0000 0.0000 1.0000 1.0000
71 02-39 271 08-128 0.6392 0.3608 0.0000 0.1804
71 02-39 274 07-04d 0.3460 0.6540 0.0000 0.3270
71 02-39 453 08-123 0.3149 0.6851 0.0000 0.3425
71 02-39 499 08-701 0.5947 0.4053 0.0000 0.2027
71 02-39 550 20-05 0.3078 0.6922 0.0000 0.3461
71 02-39 840 08-25 0.3394 0.6606 0.0000 0.3303
71 02-39 862 08-495 0.4891 0.5109 0.0000 0.2555
71 02-39 1094 08-86 0.4375 0.5625 0.0000 0.2813
72 02-41 168 08-493 0.6476 0.3521 0.0002 0.1763
72 02-41 274 07-04d 0.3500 0.6500 0.0000 0.3250
72 02-41 422 08-744 0.6476 0.3522 0.0002 0.1763
72 02-41 453 08-123 0.3372 0.6628 0.0000 0.3314
72 02-41 499 08-701 0.6017 0.3983 0.0000 0.1991
72 02-41 550 20-05 0.3042 0.6958 0.0000 0.3479
72 02-41 840 08-25 0.3404 0.6596 0.0000 0.3298
72 02-41 862 08-495 0.4855 0.5145 0.0000 0.2573
72 02-41 1094 08-86 0.4737 0.5263 0.0000 0.2632
73 02-44 274 07-04d 0.3491 0.6509 0.0000 0.3254
73 02-44 453 08-123 0.3131 0.6869 0.0000 0.3434
73 02-44 499 08-701 0.6002 0.3998 0.0000 0.1999
73 02-44 550 20-05 0.3081 0.6919 0.0000 0.3459
73 02-44 840 08-25 0.3357 0.6643 0.0000 0.3322
73 02-44 862 08-495 0.4911 0.5089 0.0000 0.2544
73 02-44 1094 08-86 0.4582 0.5418 0.0000 0.2709
74 02-48 274 07-04d 0.3583 0.6417 0.0000 0.3209
74 02-48 453 08-123 0.3200 0.6800 0.0000 0.3400
74 02-48 499 08-701 0.5845 0.4155 0.0000 0.2078
74 02-48 550 20-05 0.3210 0.6790 0.0000 0.3395
74 02-48 840 08-25 0.3407 0.6593 0.0000 0.3297
74 02-48 862 08-495 0.4875 0.5125 0.0000 0.2563
74 02-48 1094 08-86 0.4702 0.5298 0.0000 0.2649
75 02-54 274 07-04d 0.3511 0.6489 0.0000 0.3244
75 02-54 453 08-123 0.3119 0.6881 0.0000 0.3440
75 02-54 499 08-701 0.6132 0.3868 0.0000 0.1934
75 02-54 550 20-05 0.3261 0.6739 0.0000 0.3370
75 02-54 840 08-25 0.3398 0.6602 0.0000 0.3301
75 02-54 862 08-495 0.4740 0.5260 0.0000 0.2630
75 02-54 1094 08-86 0.5003 0.4997 0.0000 0.2499
76 02-57 274 07-04d 0.3553 0.6447 0.0000 0.3223
76 02-57 453 08-123 0.3114 0.6886 0.0000 0.3443
76 02-57 499 08-701 0.6040 0.3960 0.0000 0.1980
76 02-57 550 20-05 0.3281 0.6719 0.0000 0.3359
76 02-57 840 08-25 0.3504 0.6496 0.0000 0.3248
76 02-57 862 08-495 0.4847 0.5153 0.0000 0.2577
76 02-57 1094 08-86 0.4930 0.5070 0.0000 0.2535
77 02-58 274 07-04d 0.3436 0.6564 0.0000 0.3282
77 02-58 453 08-123 0.3274 0.6726 0.0000 0.3363
77 02-58 499 08-701 0.6024 0.3976 0.0000 0.1988
77 02-58 550 20-05 0.3137 0.6863 0.0000 0.3432
77 02-58 840 08-25 0.3357 0.6643 0.0000 0.3321
77 02-58 862 08-495 0.4544 0.5456 0.0000 0.2728
77 02-58 1094 08-86 0.4540 0.5460 0.0000 0.2730
78 02-60 274 07-04d 0.3925 0.6075 0.0000 0.3037
78 02-60 453 08-123 0.3548 0.6452 0.0000 0.3226
78 02-60 499 08-701 0.6205 0.3795 0.0000 0.1898
78 02-60 550 20-05 0.3531 0.6469 0.0000 0.3234
78 02-60 840 08-25 0.3631 0.6369 0.0000 0.3184
78 02-60 862 08-495 0.5107 0.4893 0.0000 0.2446
78 02-60 1094 08-86 0.5080 0.4920 0.0000 0.2460
79 02-63 274 07-04d 0.3412 0.6588 0.0000 0.3294
79 02-63 453 08-123 0.3220 0.6780 0.0000 0.3390
79 02-63 499 08-701 0.5742 0.4258 0.0000 0.2129
79 02-63 550 20-05 0.2980 0.7020 0.0000 0.3510
79 02-63 840 08-25 0.3406 0.6594 0.0000 0.3297
79 02-63 862 08-495 0.4874 0.5126 0.0000 0.2563
79 02-63 1094 08-86 0.4487 0.5513 0.0000 0.2757
80 02-84 274 07-04d 0.4077 0.5923 0.0000 0.2962
80 02-84 453 08-123 0.3691 0.6309 0.0000 0.3155
80 02-84 499 08-701 0.6505 0.3495 0.0000 0.1748
80 02-84 550 20-05 0.3405 0.6595 0.0000 0.3297
80 02-84 840 08-25 0.3681 0.6319 0.0000 0.3160
80 02-84 862 08-495 0.5299 0.4701 0.0000 0.2351
80 02-84 1094 08-86 0.5212 0.4788 0.0000 0.2394
81 03-21 274 07-04d 0.3621 0.6379 0.0000 0.3189
81 03-21 453 08-123 0.3345 0.6655 0.0000 0.3328
81 03-21 499 08-701 0.5907 0.4093 0.0000 0.2046
81 03-21 550 20-05 0.3320 0.6680 0.0000 0.3340
81 03-21 840 08-25 0.3554 0.6446 0.0000 0.3223
81 03-21 862 08-495 0.5056 0.4944 0.0000 0.2472
81 03-21 1094 08-86 0.4858 0.5142 0.0000 0.2571
82 03-34 271 08-128 0.6967 0.3033 0.0000 0.1516
82 03-34 274 07-04d 0.3339 0.6661 0.0000 0.3331
82 03-34 453 08-123 0.3016 0.6984 0.0000 0.3492
82 03-34 499 08-701 0.5926 0.4074 0.0000 0.2037
82 03-34 550 20-05 0.2933 0.7067 0.0000 0.3533
82 03-34 840 08-25 0.3424 0.6576 0.0000 0.3288
82 03-34 862 08-495 0.4629 0.5371 0.0000 0.2686
82 03-34 1094 08-86 0.4665 0.5335 0.0000 0.2668
83 03-46 274 07-04d 0.3430 0.6570 0.0000 0.3285
83 03-46 453 08-123 0.3253 0.6747 0.0000 0.3373
83 03-46 499 08-701 0.5971 0.4029 0.0000 0.2015
83 03-46 550 20-05 0.3148 0.6852 0.0000 0.3426
83 03-46 840 08-25 0.3570 0.6430 0.0000 0.3215
83 03-46 862 08-495 0.5088 0.4912 0.0000 0.2456
83 03-46 1094 08-86 0.4690 0.5310 0.0000 0.2655
84 03-48 274 07-04d 0.3438 0.6562 0.0000 0.3281
84 03-48 453 08-123 0.3243 0.6757 0.0000 0.3379
84 03-48 499 08-701 0.5781 0.4219 0.0000 0.2109
84 03-48 550 20-05 0.3115 0.6885 0.0000 0.3443
84 03-48 840 08-25 0.3397 0.6603 0.0000 0.3302
84 03-48 862 08-495 0.4899 0.5101 0.0000 0.2551
84 03-48 1094 08-86 0.4581 0.5419 0.0000 0.2710
85 03-77 274 07-04d 0.3500 0.6500 0.0000 0.3250
85 03-77 453 08-123 0.3279 0.6721 0.0000 0.3360
85 03-77 499 08-701 0.5715 0.4285 0.0000 0.2142
85 03-77 550 20-05 0.3149 0.6851 0.0000 0.3426
85 03-77 840 08-25 0.3428 0.6572 0.0000 0.3286
85 03-77 862 08-495 0.4781 0.5219 0.0000 0.2610
85 03-77 1094 08-86 0.4792 0.5208 0.0000 0.2604
86 03-79 274 07-04d 0.3614 0.6386 0.0000 0.3193
86 03-79 453 08-123 0.3380 0.6620 0.0000 0.3310
86 03-79 499 08-701 0.6106 0.3894 0.0000 0.1947
86 03-79 550 20-05 0.3312 0.6688 0.0000 0.3344
86 03-79 840 08-25 0.3549 0.6451 0.0000 0.3226
86 03-79 862 08-495 0.4760 0.5240 0.0000 0.2620
86 03-79 1094 08-86 0.4962 0.5038 0.0000 0.2519
87 03-86 274 07-04d 0.3590 0.6410 0.0000 0.3205
87 03-86 453 08-123 0.3270 0.6730 0.0000 0.3365
87 03-86 499 08-701 0.5945 0.4055 0.0000 0.2028
87 03-86 550 20-05 0.3140 0.6860 0.0000 0.3430
87 03-86 840 08-25 0.3424 0.6576 0.0000 0.3288
87 03-86 862 08-495 0.4951 0.5049 0.0000 0.2525
87 03-86 1094 08-86 0.4674 0.5326 0.0000 0.2663
88 03-91 274 07-04d 0.3399 0.6601 0.0000 0.3301
88 03-91 453 08-123 0.3164 0.6836 0.0000 0.3418
88 03-91 499 08-701 0.5790 0.4210 0.0000 0.2105
88 03-91 550 20-05 0.3059 0.6941 0.0000 0.3471
88 03-91 840 08-25 0.3498 0.6502 0.0000 0.3251
88 03-91 862 08-495 0.4633 0.5367 0.0000 0.2683
88 03-91 1094 08-86 0.4536 0.5464 0.0000 0.2732
89 03-95 271 08-128 0.6890 0.3110 0.0000 0.1555
89 03-95 274 07-04d 0.3558 0.6442 0.0000 0.3221
89 03-95 453 08-123 0.3053 0.6947 0.0000 0.3474
89 03-95 499 08-701 0.5834 0.4166 0.0000 0.2083
89 03-95 550 20-05 0.3188 0.6812 0.0000 0.3406
89 03-95 840 08-25 0.3456 0.6544 0.0000 0.3272
89 03-95 862 08-495 0.4695 0.5305 0.0000 0.2652
89 03-95 1094 08-86 0.4464 0.5536 0.0000 0.2768
90 01-17 274 07-04d 0.3374 0.6626 0.0000 0.3313
90 01-17 291 01-17d 0.0000 0.0000 1.0000 1.0000
90 01-17 453 08-123 0.3192 0.6808 0.0000 0.3404
90 01-17 499 08-701 0.5946 0.4054 0.0000 0.2027
90 01-17 550 20-05 0.2979 0.7021 0.0000 0.3511
90 01-17 840 08-25 0.3468 0.6532 0.0000 0.3266
90 01-17 862 08-495 0.4888 0.5112 0.0000 0.2556
90 01-17 1094 08-86 0.4693 0.5307 0.0000 0.2653
91 09-37 150 02-104 0.0000 0.0000 1.0000 1.0000
91 09-37 271 08-128 0.6892 0.3108 0.0000 0.1554
91 09-37 274 07-04d 0.3588 0.6412 0.0000 0.3206
91 09-37 453 08-123 0.3005 0.6995 0.0000 0.3497
91 09-37 499 08-701 0.5964 0.4036 0.0000 0.2018
91 09-37 550 20-05 0.3131 0.6869 0.0000 0.3434
91 09-37 840 08-25 0.3425 0.6575 0.0000 0.3287
91 09-37 862 08-495 0.4976 0.5024 0.0000 0.2512
91 09-37 1094 08-86 0.4606 0.5394 0.0000 0.2697
92 M15-09 274 07-04d 0.3613 0.6387 0.0000 0.3194
92 M15-09 453 08-123 0.3229 0.6771 0.0000 0.3385
92 M15-09 499 08-701 0.5961 0.4039 0.0000 0.2020
92 M15-09 550 20-05 0.3182 0.6818 0.0000 0.3409
92 M15-09 840 08-25 0.3504 0.6496 0.0000 0.3248
92 M15-09 862 08-495 0.4874 0.5126 0.0000 0.2563
92 M15-09 1094 08-86 0.4882 0.5118 0.0000 0.2559
93 M15-14 274 07-04d 0.3531 0.6469 0.0000 0.3235
93 M15-14 453 08-123 0.3192 0.6808 0.0000 0.3404
93 M15-14 499 08-701 0.6231 0.3769 0.0000 0.1884
93 M15-14 550 20-05 0.3186 0.6814 0.0000 0.3407
93 M15-14 840 08-25 0.3487 0.6513 0.0000 0.3257
93 M15-14 862 08-495 0.4849 0.5151 0.0000 0.2576
93 M15-14 1094 08-86 0.4719 0.5281 0.0000 0.2640
94 14-54 274 07-04d 0.3712 0.6288 0.0000 0.3144
94 14-54 453 08-123 0.3341 0.6659 0.0000 0.3330
94 14-54 499 08-701 0.6188 0.3812 0.0000 0.1906
94 14-54 550 20-05 0.3182 0.6818 0.0000 0.3409
94 14-54 840 08-25 0.3513 0.6487 0.0000 0.3243
94 14-54 862 08-495 0.5026 0.4974 0.0000 0.2487
94 14-54 1094 08-86 0.4626 0.5374 0.0000 0.2687
95 03-27 274 07-04d 0.3702 0.6298 0.0000 0.3149
95 03-27 453 08-123 0.3213 0.6787 0.0000 0.3393
95 03-27 499 08-701 0.5820 0.4180 0.0000 0.2090
95 03-27 550 20-05 0.3137 0.6863 0.0000 0.3431
95 03-27 840 08-25 0.3454 0.6546 0.0000 0.3273
95 03-27 862 08-495 0.5030 0.4970 0.0000 0.2485
95 03-27 1094 08-86 0.4670 0.5330 0.0000 0.2665
96 03-28 274 07-04d 0.3401 0.6599 0.0000 0.3300
96 03-28 453 08-123 0.3137 0.6863 0.0000 0.3431
96 03-28 499 08-701 0.5713 0.4287 0.0000 0.2143
96 03-28 550 20-05 0.3076 0.6924 0.0000 0.3462
96 03-28 840 08-25 0.3486 0.6514 0.0000 0.3257
96 03-28 862 08-495 0.4861 0.5139 0.0000 0.2570
96 03-28 1094 08-86 0.4868 0.5132 0.0000 0.2566
97 08-03 271 08-128 0.6986 0.3014 0.0000 0.1507
97 08-03 274 07-04d 0.3569 0.6431 0.0000 0.3215
97 08-03 453 08-123 0.3115 0.6885 0.0000 0.3442
97 08-03 499 08-701 0.5837 0.4163 0.0000 0.2081
97 08-03 550 20-05 0.3215 0.6785 0.0000 0.3393
97 08-03 840 08-25 0.3442 0.6558 0.0000 0.3279
97 08-03 862 08-495 0.4904 0.5096 0.0000 0.2548
97 08-03 1094 08-86 0.4686 0.5314 0.0000 0.2657
98 08-04 274 07-04d 0.3285 0.6715 0.0000 0.3357
98 08-04 453 08-123 0.3255 0.6745 0.0000 0.3373
98 08-04 499 08-701 0.5985 0.4015 0.0000 0.2008
98 08-04 550 20-05 0.3059 0.6941 0.0000 0.3471
98 08-04 840 08-25 0.3360 0.6640 0.0000 0.3320
98 08-04 862 08-495 0.4987 0.5013 0.0000 0.2506
98 08-04 1094 08-86 0.4874 0.5126 0.0000 0.2563
99 08-05 274 07-04d 0.3504 0.6496 0.0000 0.3248
99 08-05 453 08-123 0.3128 0.6872 0.0000 0.3436
99 08-05 499 08-701 0.5740 0.4260 0.0000 0.2130
99 08-05 550 20-05 0.3004 0.6996 0.0000 0.3498
99 08-05 840 08-25 0.3398 0.6602 0.0000 0.3301
99 08-05 862 08-495 0.4974 0.5026 0.0000 0.2513
99 08-05 1094 08-86 0.4696 0.5304 0.0000 0.2652
100 08-07 271 08-128 0.6765 0.3235 0.0000 0.1618
100 08-07 274 07-04d 0.3439 0.6561 0.0000 0.3280
100 08-07 453 08-123 0.3200 0.6800 0.0000 0.3400
100 08-07 499 08-701 0.5739 0.4261 0.0000 0.2130
100 08-07 550 20-05 0.3130 0.6870 0.0000 0.3435
100 08-07 840 08-25 0.3310 0.6690 0.0000 0.3345
100 08-07 862 08-495 0.4836 0.5164 0.0000 0.2582
100 08-07 1094 08-86 0.4571 0.5429 0.0000 0.2714
101 08-08 274 07-04d 0.3458 0.6542 0.0000 0.3271
101 08-08 453 08-123 0.3120 0.6880 0.0000 0.3440
101 08-08 499 08-701 0.6126 0.3874 0.0000 0.1937
101 08-08 550 20-05 0.3122 0.6878 0.0000 0.3439
101 08-08 840 08-25 0.3649 0.6351 0.0000 0.3176
101 08-08 862 08-495 0.4723 0.5277 0.0000 0.2638
101 08-08 1094 08-86 0.4760 0.5240 0.0000 0.2620
102 08-09 274 07-04d 0.3654 0.6346 0.0000 0.3173
102 08-09 453 08-123 0.3044 0.6956 0.0000 0.3478
102 08-09 499 08-701 0.5711 0.4289 0.0000 0.2145
102 08-09 550 20-05 0.3055 0.6945 0.0000 0.3472
102 08-09 840 08-25 0.3426 0.6574 0.0000 0.3287
102 08-09 862 08-495 0.4718 0.5282 0.0000 0.2641
102 08-09 1094 08-86 0.4565 0.5435 0.0000 0.2717
103 08-14 274 07-04d 0.3544 0.6456 0.0000 0.3228
103 08-14 453 08-123 0.3209 0.6791 0.0000 0.3396
103 08-14 499 08-701 0.6038 0.3962 0.0000 0.1981
103 08-14 550 20-05 0.2996 0.7004 0.0000 0.3502
103 08-14 840 08-25 0.3485 0.6515 0.0000 0.3258
103 08-14 862 08-495 0.4837 0.5163 0.0000 0.2581
103 08-14 1094 08-86 0.4790 0.5210 0.0000 0.2605
104 08-16 271 08-128 0.6407 0.3593 0.0000 0.1797
104 08-16 274 07-04d 0.3505 0.6495 0.0000 0.3248
104 08-16 453 08-123 0.3297 0.6703 0.0000 0.3351
104 08-16 499 08-701 0.6056 0.3944 0.0000 0.1972
104 08-16 550 20-05 0.3177 0.6823 0.0000 0.3412
104 08-16 840 08-25 0.3382 0.6618 0.0000 0.3309
104 08-16 862 08-495 0.5024 0.4976 0.0000 0.2488
104 08-16 1094 08-86 0.4327 0.5673 0.0000 0.2836
105 08-17 274 07-04d 0.3657 0.6343 0.0000 0.3171
105 08-17 453 08-123 0.3176 0.6824 0.0000 0.3412
105 08-17 499 08-701 0.5994 0.4006 0.0000 0.2003
105 08-17 550 20-05 0.3056 0.6944 0.0000 0.3472
105 08-17 840 08-25 0.3496 0.6504 0.0000 0.3252
105 08-17 862 08-495 0.5060 0.4940 0.0000 0.2470
105 08-17 1094 08-86 0.4796 0.5204 0.0000 0.2602
106 08-18 274 07-04d 0.3651 0.6349 0.0000 0.3175
106 08-18 453 08-123 0.3197 0.6803 0.0000 0.3402
106 08-18 499 08-701 0.5630 0.4370 0.0000 0.2185
106 08-18 550 20-05 0.3113 0.6887 0.0000 0.3443
106 08-18 840 08-25 0.3444 0.6556 0.0000 0.3278
106 08-18 862 08-495 0.5032 0.4968 0.0000 0.2484
106 08-18 1094 08-86 0.4642 0.5358 0.0000 0.2679
107 08-19 274 07-04d 0.3783 0.6217 0.0000 0.3108
107 08-19 453 08-123 0.3433 0.6567 0.0000 0.3284
107 08-19 499 08-701 0.5781 0.4219 0.0000 0.2109
107 08-19 550 20-05 0.3310 0.6690 0.0000 0.3345
107 08-19 840 08-25 0.3636 0.6364 0.0000 0.3182
107 08-19 862 08-495 0.4720 0.5280 0.0000 0.2640
107 08-19 1094 08-86 0.4956 0.5044 0.0000 0.2522
108 08-21 271 08-128 0.6858 0.3142 0.0000 0.1571
108 08-21 274 07-04d 0.3512 0.6488 0.0000 0.3244
108 08-21 453 08-123 0.3213 0.6787 0.0000 0.3394
108 08-21 499 08-701 0.5510 0.4490 0.0000 0.2245
108 08-21 550 20-05 0.3111 0.6889 0.0000 0.3444
108 08-21 840 08-25 0.3348 0.6652 0.0000 0.3326
108 08-21 862 08-495 0.4726 0.5274 0.0000 0.2637
108 08-21 1094 08-86 0.4435 0.5565 0.0000 0.2782
109 08-22 271 08-128 0.6846 0.3154 0.0000 0.1577
109 08-22 274 07-04d 0.3388 0.6612 0.0000 0.3306
109 08-22 453 08-123 0.3110 0.6890 0.0000 0.3445
109 08-22 499 08-701 0.5943 0.4057 0.0000 0.2028
109 08-22 550 20-05 0.2985 0.7015 0.0000 0.3508
109 08-22 840 08-25 0.3435 0.6565 0.0000 0.3283
109 08-22 862 08-495 0.4887 0.5113 0.0000 0.2557
109 08-22 1094 08-86 0.4720 0.5280 0.0000 0.2640
110 08-23 274 07-04d 0.3704 0.6296 0.0000 0.3148
110 08-23 453 08-123 0.3499 0.6501 0.0000 0.3251
110 08-23 499 08-701 0.6175 0.3825 0.0000 0.1912
110 08-23 550 20-05 0.3290 0.6710 0.0000 0.3355
110 08-23 840 08-25 0.3524 0.6476 0.0000 0.3238
110 08-23 862 08-495 0.5129 0.4871 0.0000 0.2436
110 08-23 1094 08-86 0.5013 0.4987 0.0000 0.2494
111 08-24 274 07-04d 0.3573 0.6427 0.0000 0.3214
